20710.201118	0	15
20713.222710	0	14
20714.228653	0	10
20715.244772	0	9
20720.268624	0	13
20723.292067	0	14
20724.310055	0	12
20725.328647	0	11
20730.362339	0	13
20733.384969	0	14
20734.402107	0	10
20735.424421	0	9
20740.446294	0	13
20743.484357	0	14
20744.501806	0	12
20745.520569	0	11
20750.539667	0	13
